pub_num,title,buyer,notice_type,cpv,deadline,link,value,currency,languages,duration,country,description,score,bucket,t1_hits,t2_hits,ai_relevant,ai_reason,fetched_date,winner
287563-2026,Austria – Public relations consultancy services – Partizipations- und Kommunikationsprozess “Mitte 15 / Westbahnhof” Konzeption und Umsetzung,Magistrat der Stadt Wien - Magistratsabteilung 21A,can-standard,79416200,—,https://ted.europa.eu/en/notice/-/detail/287563-2026,,,,32 month,AUT,"Der*Die Auftragnehmer*in übernimmt die Konzeption und Umsetzung eines Partizipations- und Kommunikationsprozesses im Zusammenhang mit der Vorbereitung des städtebaulichen und freiraumplanerischen Wettbewerbs, der Phase der Leitbilderstellung und eines allfälligen Widmungsverfahrens.",-5.0,Market intelligence,,,,,2026-05-19,
336709-2026,France – Roof insulation work – : RECONSULTATION - Réfection et isolation des toitures terrasses situées 8A et 8B rue de la Fraternité à 90000 BELFORT - Prog 8815,Territoire Habitat 90,can-standard,45261410,—,https://ted.europa.eu/en/notice/-/detail/336709-2026,,,,—,FRA,Réfection et isolation des toitures terrasses situées 8A et 8B rue de la Fraternité à 90000 BELFORT,,Market intelligence,,,,,2026-05-19,
302853-2026,"France – Roof-covering work – Remplacement des toitures fibrociment des garages situés rues Chopin, Poincaré, Lamartine à 90000 BELFORT et Jeanne d'Arc à 90300 VALDOIE - Prog 8813",Territoire Habitat 90,can-standard,45261210,—,https://ted.europa.eu/en/notice/-/detail/302853-2026,,,,—,FRA,40 rue Chopin à BELFORT 6 Place Poincaré à BELFORT 7 rue Alphonse Lamartine à BELFORT 5 rue Jeanne d'Arc à VALDOIE,-5.0,Market intelligence,,,,,2026-05-19,
286699-2026,Denmark – Consultative engineering and construction services – Udbud af rammeaftale om levering af sikringsrådgivning,Danmarks Nationalbank,can-standard,"71310000, 71000000, 71300000, 71317000",—,https://ted.europa.eu/en/notice/-/detail/286699-2026,9324000.0,DKK,,7 year,DNK,"Formålet med Rammeaftalen er at sikre Kunden ekspert bistand og råd-givning omkring fysiske sikringsforhold, særligt for så vidt angår Kundens bygning i Havnegade. Leverandøren skal bistå Kunden med styring og rådgivning i forbindelse med udmøntningen af en overordnet sikrings-strategi for Danmarks Nationalbanks bygning, Havnegade 5. En sikrings-strategi, der skal udmøntes i forbindelse med renoveringen af Havnega-de 5, således at bygningen fremstår sikringsmæssigt moderne og sikker efter renovering og ombygning. Leverandøren skal desuden bistå med udarbejdelse af udbudsmateriale, gennemførelse af udbudsproces samt efterfølgende tilsyn med leveringen. Aftalen har fokus på mekanisk og elektronisk sikring, og Leverandøren skal bistå med ekspert viden og rådgivning herom.",-5.0,Market intelligence,,,,,2026-05-19,
314598-2026,"Spain – Software programming and consultancy services – Asistencia técnica para la implementación de aplicaciones tecnológicas y mejora de la gestión de los servicios de los contratos de conservación de Zonas Verdes, Parques y Viveros y Control de Calidad","Área de Gobierno de Urbanismo, Medio Ambiente y Movilidad del Ayuntamiento de Madrid",can-standard,"72200000, 72222300, 72224000, 72262000",—,https://ted.europa.eu/en/notice/-/detail/314598-2026,,,,—,ESP,"El objeto del presente contrato es contar con un servicio de asistencia técnica que preste apoyo a los Servicios Técnicos Municipales, que comprenden todo el personal técnico y administrativo de la Dirección General de Gestión del Agua y Zonas Verdes (en adelante SSTTMM y DGGAyZV respectivamente) en el control de los contratos de servicios de conservación de zonas verdes, arbolado urbano, parques y viveros, fundamentalmente a través de dotar a dicho personal de nuevas herramientas informáticas, tecnológicas y de gestión, que a través de un nuevo modelo de control de calidad, impliquen un salto tecnológico respecto a las metodologías empleadas en la actualidad.",-5.0,Market intelligence,,,,,2026-05-19,
111553-2026,Ireland – Business and management consultancy and related services – Provision of Secretary Services to the Board of SEAI,Sustainable Energy Authority of Ireland,can-standard,"79400000, 71314000, 71314300, 79140000",—,https://ted.europa.eu/en/notice/-/detail/111553-2026,350000.0,EUR,,3 year,IRL,This is a Call for Tender for the provision of Secretary Services to the Board of the Sustainable Energy Authority of Ireland (SEAI). For more information see Tender workspace on www.etenders.gov.ie,-5.0,Market intelligence,,,,,2026-05-19,
270876-2026,Germany – Construction-related services – ZV - SÜC Bus und Aquaria GmbH - Ersatzneubau Aquaria - Beratungsleistungen,SÜC Bus und Aquaria GmbH,can-standard,"71500000, 71300000, 71530000, 71541000",—,https://ted.europa.eu/en/notice/-/detail/270876-2026,,,,52 month,DEU,"Technische Beratungsleistungen sowie Gesamtkoordination / Steuerung zur Vorbereitung und Durchführung einer Totalunternehmer-Vergabe (TU-Vergabe) samt Vertragsdurchführung und -controlling der Bauphase sowie der Betreuung in der Gewährleistungsphase in Anlehnung an ""Teil 5 Beratungsleistungen"" des Leitfadens ""Public Private Partnership zur Realisierung öffentlicher Baumaßnahmen in Bayern"" Wirtschaftliche Beratungsleistungen zur Vorbereitung und Durchführung einer Totalunternehmer-Vergabe (TU-Vergabe) samt Vertragsdurchführung und -controlling der Bauphase sowie der Betreuung in der Gewährleistungsphase in Anlehnung an ""Teil 5 Beratungsleistungen"" des Leitfadens ""Public Private Partnership zur Realisierung öffentlicher Baumaßnahmen in Bayern"" Juristische Beratungsleistungen zur Vorbereitung und Durchführung einer Totalunternehmer-Vergabe (TU-Vergabe) samt Vertragsdurchführung und -controlling der Bauphase sowie der Betreuung in der Gewährleistungsphase in Anlehnung an ""Teil 5 Beratungsleistungen"" des Leitfadens ""Public Private Partnership zur Realisierung öffentlicher Baumaßnahmen in Bayern""",-5.0,Market intelligence,,,,,2026-05-19,
118747-2026,"Germany – IT services: consulting, software development, Internet and support – Externe informationssicherheitsbeauftragte für die DAAD-Zentrale in Bonn, das DAAD Büro Berlin und das DAAD-Außennetzwerk",Deutscher Akademischer Austauschdienst e. V.,can-standard,"72000000, 79417000",—,https://ted.europa.eu/en/notice/-/detail/118747-2026,1000000.0,EUR,,4 year,DEU,"Der Auftragsgegenstand umfasst die Übernahme der Funktion bzw. der Aufgaben der IT-Sicherheitsbeauftragten im Sinne des geltenden BSI-Standards für IT-Grundschutz-Vorgehensweise (BSI-Standard 200-2) für die DAAD-Zentrale in Bonn, das Büro Berlin sowie das Außennetzwerk des DAAD. --- Nähere Informationen hierzu entnehmen Sie bitte der Leistungsbeschreibung in Anlage 02.",-5.0,Market intelligence,,,,,2026-05-19,
118771-2026,"France – Architectural, engineering and planning services – Missions d'assistance à maitrise d'ouvrage pour l'aménagement de la rue du Gros Horloge à Rouen",Metropole Rouen Normandie,can-standard,"71240000, 71410000, 71420000, 79311000",—,https://ted.europa.eu/en/notice/-/detail/118771-2026,,,,12 month,FRA,"Première rue piétonnisée en France en 1971, la rue du Gros Horloge est une des rues les plus emblématique de Rouen. Présentant un tissu commercial dense cette rue n'a pas fait l'objet de gros travaux depuis sa piétonnisation. Il est apparu nécessaire de renouveler le réseau d'adduction d'eau potable de la rue vétuste et dont les branchements sont encore en plomb pour partie. D'autres concessionnaires ont aussi manifesté un besoin de renouvellement de réseau sur cette rue, et dans un périmètre légèrement étendu. Ces différents renouvellements vont énormément dégrader la voirie actuelle aussi, compte tenu de son manque de confort pour les personnes pouvant rencontrer des difficultés pour se mouvoir, l'étude d'un réaménagement complet a été décidée. Le périmètre d'étude inclut un secteur sauvegardé (au sens de l'article L313 du code de l'urbanisme), ayant pour objectif la conservation et la mise en valeur des ensembles urbains à caractère historique. Le projet fera l'objet d'un travail en partenariat avec notamment les services de la DRAC et l'Architecte des Bâtiments de France. Enfin, le coût de l'opération est actuellement évalué à 10 000 000 euro(s) HT en incluant l'ensemble des études (y compris l'AMO) et les travaux. Les missions d'assistance à maîtrise d'ouvrage sont décomposées ainsi : Programmation, ordonnancement pilotage et coordination générale, concertation/communication, assistance technique et assistance juridique",-5.0,Market intelligence,,,,,2026-05-19,
315644-2026,Sweden – Business development consultancy services – Konsulter inom strategiskt miljö- och klimatarbete samt hållbarhetsrapportering,Norrköpings kommun,can-standard,"79411100, 79419000, 90700000",—,https://ted.europa.eu/en/notice/-/detail/315644-2026,,,,—,SWE,"Norrköpings kommun inbjuder ert företag att lämna anbud i offentlig upphandling av konsulter inom strategiskt miljöarbete och klimatarbete samt hållbarhetsrapportering.  Det kan handla om olika miljöutredningar/miljöanalyser som exempelvis: ·         Klimatkartläggningar/klimatbokslut, klimat- och sårbarhetsanalys ·         Emissionsberäkningar, främst inom klimatområdet. ·         Miljöbedömningar av strategiska planer såsom avfallsplan eller energiplan (ej planer inom fysisk   planering såsom översiktsplan eller detaljplan). ·         Energistrategiska analyser såsom framtidsprognoser eller scenarier. ·         Stöd vid hållbarhetsrapportering (VSME/CSRD) som exempelvis genomförande av dubbel   väsentlighetsanalys, framtagande av texter ·         Utredningar kring livsmedelsstrategiska frågor. ·         Analys av effekter av klimatanpassning utifrån ett kommunövergripande perspektiv (ej fysisk planering). ·         Samhällsekonomiska analyser kopplade till miljö- och klimat.   Anbud ska lämnas i enlighet med de villkor som framgår av upphandlingsdokumenten. Anbudsgivning, bevakning av nuvarande inklusive kommande upphandlingar och avtal är en kostnadsfri tjänst via kommunens upphandlingsverktyg www.e-avrop.com.",1.0,Market intelligence,,,,,2026-05-19,
339153-2026,France – Agricultural and horticultural products – FOURNITURE DE VEGETAUX POUR LA VILLE DE COURBEVOIE,Ville de Courbevoie,can-standard,"03100000, 03451000, 03451300, 03452000",—,https://ted.europa.eu/en/notice/-/detail/339153-2026,,,,12 month,FRA,FOURNITURE DE PLANTES A MASSIFS POUR LE FLEURISSEMENT FOURNITURE DE CHRYSANTHEMES ET DE PLANTES AUTOMNALES FOURNITURE DE PLANTES VERTES,,Market intelligence,,,,,2026-05-19,
338832-2026,"Romania – Crops, products of market gardening and horticulture – Gazon rulou",SC SERVICII PUBLICE IASI SA,can-standard,03110000,—,https://ted.europa.eu/en/notice/-/detail/338832-2026,,,,12 month,ROU,"Rulou gazon ,cf. caracteristicilor si cantitatilor din caietul de sarcini.",,Market intelligence,,,,,2026-05-19,
338614-2026,"Romania – Evaluation consultancy services – Acord cadru prestari servicii de evaluare a bunurilor imobile şi mobile sechestrate, în vederea valorificării-6 loturi",Directia Generala Regionala a Finantelor Publice Iasi,can-standard,79419000,—,https://ted.europa.eu/en/notice/-/detail/338614-2026,501000.0,RON,,36 month,ROU,"Servicii de evaluare a bunurilor imobile şi mobile sechestrate, în vederea valorificării de către Administraţia Judeţeană a Finanţelor Publice Bacău şi structurile subordonate. Servicii de evaluare a bunurilor imobile şi mobile sechestrate, în vederea valorificării de către Administraţia Judeţeană a Finanţelor Publice Botosani şi structurile subordonate. Servicii de evaluare a bunurilor imobile şi mobile sechestrate, în vederea valorificării de către Administraţia Judeţeană a Finanţelor Publice Iasi şi structurile subordonate. Servicii de evaluare a bunurilor imobile şi mobile sechestrate, în vederea valorificării de către Administraţia Judeţeană a Finanţelor Publice Neamt şi structurile subordonate. Servicii de evaluare a bunurilor imobile şi mobile sechestrate, în vederea valorificării de către Administraţia Judeţeană a Finanţelor Publice Suceava şi structurile subordonate. Servicii de evaluare a bunurilor imobile şi mobile sechestrate, în vederea valorificării de către Administraţia Judeţeană a Finanţelor Publice Vaslui şi structurile subordonate.",,Market intelligence,,,,,2026-05-19,
338229-2026,France – Insurance services – Marché d'assurance complémentaire santé et d'assurance prévoyance,SOLIDEO ALPES 2030,can-standard,66510000,—,https://ted.europa.eu/en/notice/-/detail/338229-2026,,,,—,FRA,Lot n°1 - Marché d'assurance complémentaire santé Lot n°2 - Marché d'assurance prévoyance,,Market intelligence,,,,,2026-05-19,
289059-2026,Spain – Market and economic research; polling and statistics – Servicio de evaluación de programas asociados al plan nacional de competencias digitales,Dirección General de la Entidad Pública Empresarial RED.ES,can-standard,"79300000, 79310000, 79330000",—,https://ted.europa.eu/en/notice/-/detail/289059-2026,205589.0,EUR,,—,ESP,Lote 1 servicio de evaluación de programas asociados al plan nacional de competencias digitales Lote 2 servicio de evaluación de programas asociados al plan nacional de competencias digitales,-5.0,Market intelligence,,,,,2026-05-19,
338098-2026,Sweden – Software supply services – Digitalt personaltillståndssystem för VGR:s parkeringverksamhet,Västra Götalandsregionen,can-standard,"72268000, 48000000, 48219300, 48400000",—,https://ted.europa.eu/en/notice/-/detail/338098-2026,4300000.0,SEK,,—,SWE,Västfastigheter bygg och förvaltning upphandlar digitalt personaltillståndssystem för VGR:s parkerings verksamhet.,,Market intelligence,,,,,2026-05-19,
296872-2026,France – Installation of doors and windows – Réhabilitation de l'immeuble collectif situé 58 rue du Magasin à 90000 BELFORT - Prog 8799,Territoire Habitat 90,can-standard,"45421130, 45331210",—,https://ted.europa.eu/en/notice/-/detail/296872-2026,,,,—,FRA,Menuiseries extérieures Ventilation,-5.0,Market intelligence,,,,,2026-05-19,
287785-2026,"France – Software maintenance and repair services – Tierce maintenance applicative, hébergement et prestations associées du logiciel Edutice - NEOS",Ville de Versailles,can-standard,72267000,—,https://ted.europa.eu/en/notice/-/detail/287785-2026,,,,—,FRA,Accord-cadre à bons de commande sans minimum et avec maximum mono-attributaire de services passé en marché passé sans publicité ni mise en concurrence (Article R2122-3 3° Droits d'exclusivité - Code de la commande publique),-5.0,Market intelligence,,,,,2026-05-19,
102210-2026,Germany – Building construction work – Tiefengeothermie VE 21 Energiezentrale Gebäude,Energie und Wasser Potsdam GmbH,can-standard,"45210000, 45213000, 45213200, 45213250",—,https://ted.europa.eu/en/notice/-/detail/102210-2026,,,,—,DEU,"Das Los 21 umfasst die Errichtung von drei miteinander verbundenen Gebäuden am Standort Zum Heizwerk 20, 14478 Potsdam: T0UNA - Tiefengeothermiegebäude T0UBA - Schaltanlagengebäude F1UNA - Lagerhalle Die Tragkonstruktionen bestehen überwiegend aus Betonfertigteilen mit Ortbetonbodenplatten. Teilbereiche werden in Stahlbauweise mit Trapezblechdach ausgeführt. Die Fassaden erhalten eine Trapezblechverkleidung auf Unterkonstruktion. Für die Ausführung sind Baugruben einschließlich Grundwasserhaltung gemäß Baugrundgutachten herzustellen. Die Spezialtiefbauarbeiten (Pfahlgründungen, Baugrubenumschließungen) erfolgen nach gesonderten Vorgaben. Begleitende Erd- und Vorarbeiten, wie Baugrubenaushub, Herstellung von Arbeitsräumen, Sauberkeitsschichten sowie Verfüllungen, sind Bestandteil dieses Loses. Am Standort finden parallel Arbeiten weiterer Gewerke (u. a. Geothermiebohrungen und BHKW-Erweiterung) statt. Terminliche Überschneidungen, Sicherheitsabstände, Verkehrswege und Lagerflächen sind vom Auftragnehmer in Abstimmung mit der Bauleitung und den beteiligten Firmen zu koordinieren.",-5.0,Market intelligence,,,,,2026-05-19,
105985-2026,France – Motor vehicles – Acquisition et aménagement intérieur de véhicules électriques et thermiques neufs,Ville de la Seyne sur Mer,can-standard,"34100000, 39290000, 34144900",—,https://ted.europa.eu/en/notice/-/detail/105985-2026,,,,12 month,FRA,Achat d’un véhicule utilitaire léger thermique (essence) pour l’atelier mécanique du Service « Parc automobile » Aménagement intérieur d’un véhicule type fourgonnette (L2H1) ainsi que l’équipement type outillage spécifique pour les besoins de l’atelier mécanique Achat de trois véhicules utilitaires légers type fourgonnette (L2H1) 100 % électrique pour le Service « Bâtiments communaux »,-5.0,Market intelligence,,,,,2026-05-19,
99914-2026,France – Patient-monitoring system – Fourniture et installation du système d’appel malade de 5 EHPAD du Centre Hospitalier Intercommunal nord Ardennes,Centre Hospitalier Intercommunal Nord Ardennes (08),can-standard,33195000,—,https://ted.europa.eu/en/notice/-/detail/99914-2026,,,,8 month,FRA,Fourniture et installation du système d’appel malade de 5 EHPAD du Centre Hospitalier Intercommunal nord Ardennes,-5.0,Market intelligence,,,,,2026-05-19,
99919-2026,"Spain – Exhibition, fair and congress organisation services – Servicio de participación de Red.es en eventos asociados al emprendimiento innovador",Dirección General de la Entidad Pública Empresarial RED.ES,can-social,"79950000, 45255400, 72224000, 79340000",—,https://ted.europa.eu/en/notice/-/detail/99919-2026,,,,—,ESP,Servicio de participación de Red.es en eventos asociados al emprendimiento innovador,-5.0,Market intelligence,,,,,2026-05-19,
164558-2026,France – Multi-functional buildings construction work – Opération n°334 : Travaux de construction de l'école des arts C1 dans le centre ancien de la Ville de Marignane,SOLEAM,can-standard,"45211350, 45421152, 45432130, 45315000",—,https://ted.europa.eu/en/notice/-/detail/164558-2026,,,,—,FRA,MACRO LOT CONTENTANT LES LOTS 01.1 à 01.8 LOT 02 LOT 03 LOT 04 LOT 05 LOT 06,-5.0,Market intelligence,,,,,2026-05-19,
309548-2026,Hungary – Switchgear – SF6 gázmentes RMU és tartozékaik,MVM Émász Áramhálózati Kft. | MVM Démász Áramhálózati Kft.,can-standard,31214000,—,https://ted.europa.eu/en/notice/-/detail/309548-2026,15063088.0,EUR,,24 month,HUN,"Adásvételi keretszerződés szokványos SF6 gázmentes középfeszültségű körhálózati kapcsolóberendezések és tartozékaik szállítására összesen nettó 10.450.000 EUR értékben. A teljes keretösszegből az MVM Émász Áramhálózati Kft.-re eső keretösszeg nettó 6.032.500,00 EUR, az MVM Démász Áramhálózati Kft-re eső keretösszeg nettó 4.417.500,00 EUR. Ajánlatkérők a keretösszegek 70%-ára lehívási kötelezettséget vállalnak. A részletes műszaki leírást a közbeszerzési dokumentumok tartalmazzák. Tervezett mennyiségek: 1.termék: SF6 gázmentes RMU, 24kV, 630A, 3 vonali szakaszoló-kapcsoló: MVM Démász Áramhálózati Kft.: 16 db; MVM Émász Áramhálózati Kft.: 60 db 2.termék: SF6 gázmentes RMU, 24kV, 630A, 3 vonali szakaszoló-kapcsoló motoros hajtással MVM Démász Áramhálózati Kft.: 6 db; MVM Émász Áramhálózati Kft.: 16 db 3.termék: SF6 gázmentes RMU, 24kV, 630A, 4 vonali szakaszoló-kapcsoló MVM Démász Áramhálózati Kft.: 6 db; MVM Émász Áramhálózati Kft.: 11 db 4.termék: SF6 gázmentes RMU, 24kV, 630A, 4 vonali szakaszoló-kapcsoló motoros hajtással MVM Démász Áramhálózati Kft.: 3 db; MVM Émász Áramhálózati Kft.: 6 db 5.termék: SF6 gázmentes RMU, 24kV, 630A, egy vonali szakaszoló-kapcsoló és egy transzformátor/nagyfogyasztói megszakító MVM Démász Áramhálózati Kft.: 46 db; MVM Émász Áramhálózati Kft.: 11 db 6.termék: SF6 gázmentes RMU, 24kV, 630A, egy vonali szakaszoló-kapcsoló motoros hajtással és egy transzformátor/ nagyfogyasztói megszakító MVM Démász Áramhálózati Kft.: 21 db; MVM Émász Áramhálózati Kft.: 3 db 7.termék: SF6 gázmentes RMU, 24kV, 630A, két vonali szakaszoló-kapcsoló és egy transzformátor/nagyfogyasztói megszakító MVM Démász Áramhálózati Kft.: 133 db; MVM Émász Áramhálózati Kft.: 299 db 8.termék: SF6 gázmentes RMU, 24kV, 630A, két vonali szakaszoló-kapcsoló motoros hajtással és egy transzformátor/ nagyfogyasztói megszakító MVM Démász Áramhálózati Kft.: 68 db; MVM Émász Áramhálózati Kft.: 19 db 9.termék: SF6 gáz mentes RMU, 24kV, 630A, három vonali szakaszoló-kapcsoló és egy nagyfogyasztói megszakító MVM Démász Áramhálózati Kft.: 21 db; MVM Émász Áramhálózati Kft.: 24 db 10.termék: SF6 gázmentes RMU, 24kV, 630A, három vonali szakaszoló-kapcsoló motoros hajtással és egy transzformátor/ nagyfogyasztói megszakító MVM Démász Áramhálózati Kft.: 11 db; MVM Émász Áramhálózati Kft.: 8 db 11.termék: SF6 gázmentes RMU, alacsony lábazat, két mezős készülékhez (gyártó specifikus) MVM Démász Áramhálózati Kft.: 11 db; MVM Émász Áramhálózati Kft.: 3 db 12.termék: SF6 gázmentes RMU, alacsony lábazat, három mezős készülékhez (gyártó specifikus) MVM Démász Áramhálózati Kft.: 16 db; MVM Émász Áramhálózati Kft.: 3 db 13.termék: SF6 gázmentes RMU, alacsony lábazat, négy mezős készülékhez (gyártó specifikus) MVM Démász Áramhálózati Kft.: 8 db; MVM Émász Áramhálózati Kft.: 2 db 14.termék: SF6 gázmentes RMU, magas lábazat, két mezős készülékhez (gyártó specifikus) MVM Démász Áramhálózati Kft.: 11 db; MVM Émász Áramhálózati Kft.: 3 db 15.termék: SF6 gázmentes RMU, magas lábazat, hár",-5.0,Market intelligence,,,,,2026-05-19,
107967-2026,France – Computer equipment and supplies – Fourniture et livraison de petites fournitures informatiques et de consommables d'imprimante,Ville de la Seyne sur Mer,can-standard,"30200000, 30000000, 30125100, 30192113",—,https://ted.europa.eu/en/notice/-/detail/107967-2026,,,,47 month,FRA,Fourniture et livraisons de petites fournitures informatiques et accessoires Montant annuel minimum : 3 000 € HT Montant annuel maximum : 30 000 € HT Fourniture et livraisons de petites fournitures informatiques et accessoires Montant annuel minimum : 3 500 € HT Montant annuel maximum : 35 000 € HT,-5.0,Market intelligence,,,,,2026-05-19,
306430-2026,France – Installation of signalling equipment – Lot SE.19 - Fourniture et pose de signalétique publique fixe,"Tisséo Ingénierie, agissant au nom et pour le compte de Tisséo Collectivités",can-standard,"45316200, 32584000, 39294100, 44423400",—,https://ted.europa.eu/en/notice/-/detail/306430-2026,,,,—,FRA,"Le présent marché est passé dans le cadre de l'opération pour la construction Ligne C du métro de Toulouse. Il a pour objet l'exécution des travaux de fourniture et de pose de la signalétique publique fixe sur le secteur Sud-Est, et concerne les stations suivantes : -Station Montaudran Innovation Campus- MIC, nouvellement nommée Aerospace Campus -Station Enova- ENO, nouvellement nommée Diagora -Station Labège La Cadène- LCA, nouvellement nommée Labège Gare -Station Institut National Polytechnique - INP, nouvellement nommée Labège Madron, pour les locaux techniques servant à la ligne C. Il concerne l'exécution des prestations de travaux de signalétique publique fixe. Plus particulièrement, il s'agit des prestations relatives (liste non exhaustive) : -La fourniture et pose de signalétique en tôle -La fourniture et pose de signalétique fixé en drapeau -La fourniture et pose de signalétique suspendu -La fourniture et pose de cadre inox ouvrant Le présent marché prend la forme d'un accord-cadre mono attributaire à bons de commande. Le montant maximum de l'accord-cadre est de 300 000 euro(s) HT",-5.0,Market intelligence,,,,,2026-05-19,
286992-2026,Finland – Business and management consultancy and related services – Yle - Johtamisen ja kehittämisen konsultointi 2024-2032 (DPS) - Ylen teknologiapalveluhallintamallin uudistuksen asiantuntijapalvelut,Yleisradio Oy,can-standard,"79400000, 72000000, 72224000, 73000000",—,https://ted.europa.eu/en/notice/-/detail/286992-2026,,,,—,FIN,Yle kilpailutti Ylen teknologiapalveluhallintamallin uudistuksen asiantuntijapalvelut. Hankinnan kohteena olevat palvelut sekä hankinnan laajuus oli kuvattu tarjouspyynnössä ja sen liitteissä. Sitoumukseton arvio hankinnan laajuudesta on 150-250 htp. Arvioidussa työmäärässä on huomioitu optiona hankittavat palvelut. Jälki-ilmoituksella ilmoitettu sopimuksen arvo on sitoumukseton arvio sisältäen optiot ja muut mahdolliset lisätyöt.,-5.0,Market intelligence,,,,,2026-05-19,
307711-2026,France – Construction work – Marché de travaux de réhabilitation en site occupé de 68 logements sociaux de la résidence Zénith 1 et de 112 logements sociaux de la résidence Zénith 2.,SEMSAMAR (973),can-standard,45000000,—,https://ted.europa.eu/en/notice/-/detail/307711-2026,,,,24 month,FRA,ZENITH 1-Réhabilitation bâtiment en TCE ZENITH 2-Réhabilitation bâtiment en TCE,-5.0,Market intelligence,,,,,2026-05-19,
288815-2026,Germany – General management consultancy services – Gründen in Brandenburg,REG Regionalentwicklungsgesellschaft Nordwestbrandenburg,can-standard,"79411000, 79998000, 79000000",—,https://ted.europa.eu/en/notice/-/detail/288815-2026,286195.0,EUR,,—,DEU,"Gegenstand der Ausschreibung ist die Vergabe von Beratungsleistungen im Projekt Gründen in Brandenburg (GiB) - mit der Aufgabe, gründungswillige Menschen in der Vorgründungsphase bis zur Gründung bzw. Unternehmensnachfolge zu unterstützen. Ausgeschrieben werden Beratungsleistungen in zwei Losen: Los 1: ""Beratung, Qualifizierung, Coaching"" / Los 2: ""Gründungsworkshop"". Zu den je Los spzifischen leistungsanforderungen siehe Vergabeunterlagen Teil II - Leistungsbeschreibung, dort Ziffer I. Im Ergebnis des Vergabeverfahrens kommt mit den ausgewählten Bieter:innen durch Zuschlagserteilung ein Rahmenvertrag nach Maßgabe der Vertragsunterlagen aus der Teil II der Vergabeunterlagen, den allgemeinen und besonderen Vertragsbedingungen und des abgegebenen Angebotes zustande. Auf Basis der bezuschlagten Angebote wird ein Berater:innen-Pool gebildet, aus dem sodann nach Bedarf passende Berater:innen durch Einzelaufträge beauftragt werden. Zu den Einzelabrufen siehe weiter hierzu Vergabunterlagen Teil II: Vertragsunterlagen Ziffer II. Das geschätzte Auftragsvolumen liegt bei insgesamt 308.329,00 EUR. Innerhalb dieses Betrages liegen die geschätzten Auftragsvolumina je Los bei: Los 1: 286.195,00 EUR und Los 2: 22.134,00 EUR. Die jeweiligen Schätzwerte entsprechend auch dem Höchstwert je Los. Der Projektträger beabsichtigt, die Aufträge für den Zeitraum (voraussichtlich) 10.03.2026 - 30.10.2028 zu vergeben. Gegenstand der Ausschreibung ist die Vergabe von Beratungsleistungen im Projekt Gründen in Brandenburg (GiB) - mit der Aufgabe, gründungswillige Menschen in der Vorgründungsphase bis zur Gründung bzw. Unternehmensnachfolge zu unterstützen. Ausgeschrieben werden Beratungsleistungen in zwei Losen: Los 1: ""Beratung, Qualifizierung, Coaching"" / Los 2: ""Gründungsworkshop"". Zu den je Los spzifischen leistungsanforderungen siehe Vergabeunterlagen Teil II - Leistungsbeschreibung, dort Ziffer I. Im Ergebnis des Vergabeverfahrens kommt mit den ausgewählten Bieter:innen durch Zuschlagserteilung ein Rahmenvertrag nach Maßgabe der Vertragsunterlagen aus der Teil II der Vergabeunterlagen, den allgemeinen und besonderen Vertragsbedingungen und des abgegebenen Angebotes zustande. Auf Basis der bezuschlagten Angebote wird ein Berater:innen-Pool gebildet, aus dem sodann nach Bedarf passende Berater:innen durch Einzelaufträge beauftragt werden. Zu den Einzelabrufen siehe weiter hierzu Vergabunterlagen Teil II: Vertragsunterlagen Ziffer II. Das geschätzte Auftragsvolumen liegt bei insgesamt 308.329,00 EUR. Innerhalb dieses Betrages liegen die geschätzten Auftragsvolumina je Los bei: Los 1: 286.195,00 EUR und Los 2: 22.134,00 EUR. Die jeweiligen Schätzwerte entsprechend auch dem Höchstwert je Los. Der Projektträger beabsichtigt, die Aufträge für den Zeitraum (voraussichtlich) 10.03.2026 - 30.10.2028 zu vergeben.",-5.0,Market intelligence,,,,,2026-05-19,
105916-2026,"France – Construction work – Démolition et reconstruction des locaux du Théâtre Silvain, 1, chemin du Pont, 13007 Marseille - 9 lots",M. Le maire,can-standard,"45000000, 45111100, 45223220, 45261100",—,https://ted.europa.eu/en/notice/-/detail/105916-2026,,,,19 month,FRA,Désamiantage - démolition Gros oeuvre - cloisons - doublages - faux plafonds - sols durs - façades - VRD - peinture - espaces verts Charpente bois et ossature bois - Couverture et façades zinc Menuiseries extérieures bois - menuiseries intérieures - mobilier - parquet Etanchéité Electricité courant fort - courant faible Chauffage - climatisation - ventilation - plomberie - sanitaire Ascenseur PMR Serrurerie,-5.0,Market intelligence,,,,,2026-05-19,
289538-2026,Estonia – Repair and maintenance services of machinery – Suruõhuseadmete ostmine ja paigaldus,Riigi Kaitseinvesteeringute Keskus,can-standard,"50530000, 50500000, 98110000, 50531400",—,https://ted.europa.eu/en/notice/-/detail/289538-2026,,,,—,EST,"Hanke eesmärk on suruõhusüsteemi projekteerimine ja rajamine, sh seadmete tarnimine, paigaldus ning kõik vajalikud ehitus- ja seadistustööd. Hankija soovib osta suruõhuseadmeid Tartumaale. / Kõrvaldamise alused ja kvalifitseerimistingimused: Vaata hanke alusdokumentidest",-5.0,Market intelligence,,,,,2026-05-19,
